durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
0,1,88,142,104,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,VT - 24(O) - 1B1S/2S ,CT/VT,,
92,1,89,143,104,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,1,90,144,104,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,1,91,145,104,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,1,92,146,104,3,COIL MAKING,SOLDER,SOLDER,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,1,93,147,104,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,VT - 24(O) - 1B1S/2S ,CT/VT,,
15,1,94,148,104,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,1,95,149,104,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,1,96,150,104,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,VT - 24(O) - 1B1S/2S ,CT/VT,,
45,2,97,151,104,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,2,98,152,104,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,VT - 24(O) - 1B1S/2S ,CT/VT,,
0,2,99,153,104,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,VT - 24(O) - 1B1S/2S ,CT/VT,,
7,2,100,154,104,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,VT - 24(O) - 1B1S/2S ,CT/VT,,
15,2,101,155,104,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,VT - 24(O) - 1B1S/2S ,CT/VT,,
13,2,102,156,104,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,VT - 24(O) - 1B1S/2S ,CT/VT,,
10,2,103,157,104,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,VT - 24(O) - 1B1S/2S ,CT/VT,,
39,5,104,158,104,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,VT - 24(O) - 1B1S/2S ,CT/VT,,
12,5,105,159,104,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,VT - 24(O) - 1B1S/2S ,CT/VT,,
9,5,106,160,104,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,VT - 24(O) - 1B1S/2S ,CT/VT,,
48,4,6,161,104,3,QC TEST,QC TESTING,TEST QC,VT - 24(O) - 1B1S/2S ,CT/VT,,
15,1,85,139,105,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,86,140,105,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,VT - 24(O) - 2B1S/2S,CT/VT,,
55,1,87,141,105,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,88,142,105,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,VT - 24(O) - 2B1S/2S,CT/VT,,
248,1,89,143,105,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,90,144,105,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,91,145,105,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,92,146,105,3,COIL MAKING,SOLDER,SOLDER,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,93,147,105,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,VT - 24(O) - 2B1S/2S,CT/VT,,
60,1,94,148,105,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,95,149,105,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,96,150,105,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,VT - 24(O) - 2B1S/2S,CT/VT,,
45,2,97,151,105,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,VT - 24(O) - 2B1S/2S,CT/VT,,
0,2,98,152,105,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,VT - 24(O) - 2B1S/2S,CT/VT,,
0,2,99,153,105,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,VT - 24(O) - 2B1S/2S,CT/VT,,
7,2,100,154,105,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,VT - 24(O) - 2B1S/2S,CT/VT,,
15,2,101,155,105,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,VT - 24(O) - 2B1S/2S,CT/VT,,
13,2,102,156,105,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,VT - 24(O) - 2B1S/2S,CT/VT,,
10,2,103,157,105,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,VT - 24(O) - 2B1S/2S,CT/VT,,
39,5,104,158,105,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,VT - 24(O) - 2B1S/2S,CT/VT,,
12,5,105,159,105,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,VT - 24(O) - 2B1S/2S,CT/VT,,
9,5,106,160,105,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,VT - 24(O) - 2B1S/2S,CT/VT,,
48,4,6,161,105,3,QC TEST,QC TESTING,TEST QC,VT - 24(O) - 2B1S/2S,CT/VT,,
0,1,85,139,106,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,VT 24F ,CT/VT,,
55,1,86,140,106,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,VT 24F ,CT/VT,,
30,1,87,141,106,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,VT 24F ,CT/VT,,
0,1,88,142,106,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,VT 24F ,CT/VT,,
92,1,89,143,106,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,VT 24F ,CT/VT,,
0,1,90,144,106,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,VT 24F ,CT/VT,,
0,1,91,145,106,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,VT 24F ,CT/VT,,
0,1,92,146,106,3,COIL MAKING,SOLDER,SOLDER,VT 24F ,CT/VT,,
15,1,93,147,106,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,VT 24F ,CT/VT,,
0,1,94,148,106,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,VT 24F ,CT/VT,,
0,1,95,149,106,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,VT 24F ,CT/VT,,
0,1,96,150,106,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,VT 24F ,CT/VT,,
45,2,97,151,106,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,VT 24F ,CT/VT,,
0,2,98,152,106,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,VT 24F ,CT/VT,,
0,2,99,153,106,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,VT 24F ,CT/VT,,
7,2,100,154,106,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,VT 24F ,CT/VT,,
15,2,101,155,106,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,VT 24F ,CT/VT,,
13,2,102,156,106,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,VT 24F ,CT/VT,,
10,2,103,157,106,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,VT 24F ,CT/VT,,
30,5,104,158,106,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,VT 24F ,CT/VT,,
9,5,105,159,106,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,VT 24F ,CT/VT,,
6,5,106,160,106,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,VT 24F ,CT/VT,,
48,4,6,161,106,3,QC TEST,QC TESTING,TEST QC,VT 24F ,CT/VT,,
0,1,85,139,107,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,CVT-1 ,CT/VT,,
48,1,86,140,107,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,CVT-1 ,CT/VT,,
30,1,87,141,107,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,CVT-1 ,CT/VT,,
0,1,88,142,107,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,CVT-1 ,CT/VT,,
87,1,89,143,107,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,CVT-1 ,CT/VT,,
0,1,90,144,107,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,CVT-1 ,CT/VT,,
0,1,91,145,107,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,CVT-1 ,CT/VT,,
0,1,92,146,107,3,COIL MAKING,SOLDER,SOLDER,CVT-1 ,CT/VT,,
15,1,93,147,107,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,CVT-1 ,CT/VT,,
0,1,94,148,107,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,CVT-1 ,CT/VT,,
0,1,95,149,107,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,CVT-1 ,CT/VT,,
0,1,96,150,107,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,CVT-1 ,CT/VT,,
45,2,97,151,107,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,CVT-1 ,CT/VT,,
0,2,98,152,107,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,CVT-1 ,CT/VT,,
0,2,99,153,107,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,CVT-1 ,CT/VT,,
7,2,100,154,107,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,CVT-1 ,CT/VT,,
15,2,101,155,107,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,CVT-1 ,CT/VT,,
13,2,102,156,107,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,CVT-1 ,CT/VT,,
10,2,103,157,107,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,CVT-1 ,CT/VT,,
30,5,104,158,107,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,CVT-1 ,CT/VT,,
9,5,105,159,107,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,CVT-1 ,CT/VT,,
6,5,106,160,107,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,CVT-1 ,CT/VT,,
48,4,6,161,107,3,QC TEST,QC TESTING,TEST QC,CVT-1 ,CT/VT,,
0,1,85,139,108,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,VTB - 12/F,CT/VT,,
55,1,86,140,108,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,VTB - 12/F,CT/VT,,
30,1,87,141,108,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,VTB - 12/F,CT/VT,,
0,1,88,142,108,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,VTB - 12/F,CT/VT,,
87,1,89,143,108,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,VTB - 12/F,CT/VT,,
0,1,90,144,108,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,VTB - 12/F,CT/VT,,
0,1,91,145,108,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,VTB - 12/F,CT/VT,,
0,1,92,146,108,3,COIL MAKING,SOLDER,SOLDER,VTB - 12/F,CT/VT,,
20,1,93,147,108,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,VTB - 12/F,CT/VT,,
0,1,94,148,108,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,VTB - 12/F,CT/VT,,
0,1,95,149,108,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,VTB - 12/F,CT/VT,,
0,1,96,150,108,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,VTB - 12/F,CT/VT,,
45,2,97,151,108,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,VTB - 12/F,CT/VT,,
0,2,98,152,108,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,VTB - 12/F,CT/VT,,
0,2,99,153,108,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,VTB - 12/F,CT/VT,,
7,2,100,154,108,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,VTB - 12/F,CT/VT,,
15,2,101,155,108,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,VTB - 12/F,CT/VT,,
13,2,102,156,108,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,VTB - 12/F,CT/VT,,
10,2,103,157,108,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,VTB - 12/F,CT/VT,,
30,5,104,158,108,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,VTB - 12/F,CT/VT,,
9,5,105,159,108,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,VTB - 12/F,CT/VT,,
6,5,106,160,108,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,VTB - 12/F,CT/VT,,
48,4,6,161,108,3,QC TEST,QC TESTING,TEST QC,VTB - 12/F,CT/VT,,
0,1,85,139,109,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,VTB-24-2,CT/VT,,
100,1,86,140,109,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,VTB-24-2,CT/VT,,
30,1,87,141,109,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,VTB-24-2,CT/VT,,
0,1,88,142,109,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,VTB-24-2,CT/VT,,
140,1,89,143,109,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,VTB-24-2,CT/VT,,
0,1,90,144,109,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,VTB-24-2,CT/VT,,
0,1,91,145,109,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,VTB-24-2,CT/VT,,
0,1,92,146,109,3,COIL MAKING,SOLDER,SOLDER,VTB-24-2,CT/VT,,
30,1,93,147,109,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,VTB-24-2,CT/VT,,
0,1,94,148,109,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,VTB-24-2,CT/VT,,
0,1,95,149,109,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,VTB-24-2,CT/VT,,
0,1,96,150,109,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,VTB-24-2,CT/VT,,
45,2,97,151,109,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,VTB-24-2,CT/VT,,
0,2,98,152,109,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,VTB-24-2,CT/VT,,
0,2,99,153,109,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,VTB-24-2,CT/VT,,
7,2,100,154,109,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,VTB-24-2,CT/VT,,
15,2,101,155,109,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,VTB-24-2,CT/VT,,
13,2,102,156,109,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,VTB-24-2,CT/VT,,
10,2,103,157,109,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,VTB-24-2,CT/VT,,
30,5,104,158,109,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,VTB-24-2,CT/VT,,
9,5,105,159,109,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,VTB-24-2,CT/VT,,
6,5,106,160,109,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,VTB-24-2,CT/VT,,
48,4,6,161,110,3,QC TEST,QC TESTING,TEST QC,VTB - 24 ,CT/VT,,
0,1,85,139,110,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,VTB - 24 ,CT/VT,,
55,1,86,140,110,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,VTB - 24 ,CT/VT,,
30,1,87,141,110,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,VTB - 24 ,CT/VT,,
0,1,88,142,110,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,VTB - 24 ,CT/VT,,
92,1,89,143,110,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,VTB - 24 ,CT/VT,,
0,1,90,144,110,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,VTB - 24 ,CT/VT,,
0,1,91,145,110,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,VTB - 24 ,CT/VT,,
0,1,92,146,110,3,COIL MAKING,SOLDER,SOLDER,VTB - 24 ,CT/VT,,
15,1,93,147,110,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,VTB - 24 ,CT/VT,,
0,1,94,148,110,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,VTB - 24 ,CT/VT,,
0,1,95,149,110,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,VTB - 24 ,CT/VT,,
0,1,96,150,110,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,VTB - 24 ,CT/VT,,
45,2,97,151,110,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,VTB - 24 ,CT/VT,,
0,2,98,152,110,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,VTB - 24 ,CT/VT,,
0,2,99,153,110,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,VTB - 24 ,CT/VT,,
7,2,100,154,110,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,VTB - 24 ,CT/VT,,
15,2,101,155,110,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,VTB - 24 ,CT/VT,,
13,2,102,156,110,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,VTB - 24 ,CT/VT,,
10,2,103,157,110,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,VTB - 24 ,CT/VT,,
30,5,104,158,110,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,VTB - 24 ,CT/VT,,
9,5,105,159,110,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,VTB - 24 ,CT/VT,,
6,5,106,160,110,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,VTB - 24 ,CT/VT,,
48,4,6,161,110,3,QC TEST,QC TESTING,TEST QC,VTB - 24 ,CT/VT,,
0,1,85,139,111,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,2VTB-12 ,CT/VT,,
55,1,86,140,111,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,2VTB-12 ,CT/VT,,
30,1,87,141,111,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,2VTB-12 ,CT/VT,,
0,1,88,142,111,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,2VTB-12 ,CT/VT,,
105,1,89,143,111,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,2VTB-12 ,CT/VT,,
0,1,90,144,111,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,2VTB-12 ,CT/VT,,
0,1,91,145,111,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,2VTB-12 ,CT/VT,,
0,1,92,146,111,3,COIL MAKING,SOLDER,SOLDER,2VTB-12 ,CT/VT,,
20,1,93,147,111,3,COIL MAKING,GULUNG COIL SEKUNDER VT MANUAL,GULUNG COIL SEKUNDER VT MANUAL,2VTB-12 ,CT/VT,,
0,1,94,148,111,3,COIL MAKING,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,GULUNG COIL SEKUNDER VT MENGGUNAKAN MESIN,2VTB-12 ,CT/VT,,
0,1,95,149,111,3,COIL MAKING,GULUNG COIL PRIMER CUT CORE,GULUNG COIL PRIMER CUT CORE,2VTB-12 ,CT/VT,,
0,1,96,150,111,3,COIL MAKING,GULUNG COIL PRIMER NO CUT CORE,GULUNG COIL PRIMER NO CUT CORE,2VTB-12 ,CT/VT,,
45,2,97,151,111,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE CT,PROSES MOULD ASSEMBLY TYPE CT,2VTB-12 ,CT/VT,,
0,2,98,152,111,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE VT,PROSES MOULD ASSEMBLY TYPE VT,2VTB-12 ,CT/VT,,
0,2,99,153,111,3,MOULD & CASTING,PROSES MOULD ASSEMBLY TYPE RCT,PROSES MOULD ASSEMBLY TYPE RCT,2VTB-12 ,CT/VT,,
7,2,100,154,111,3,MOULD & CASTING,PROSES PENGOVENAN,PROSES PENGOVENAN,2VTB-12 ,CT/VT,,
15,2,101,155,111,3,MOULD & CASTING,PROSES PEMBUATAN MATERIAL,PROSES PEMBUATAN MATERIAL,2VTB-12 ,CT/VT,,
13,2,102,156,111,3,MOULD & CASTING,PROSES CASTING,PROSES CASTING,2VTB-12 ,CT/VT,,
10,2,103,157,111,3,MOULD & CASTING,PROSES DEMOULDING,PROSES DEMOULDING,2VTB-12 ,CT/VT,,
30,5,104,158,111,3,FINAL ASSEMBLY,PROSES GERINDA,PROSES GERINDA,2VTB-12 ,CT/VT,,
9,5,105,159,111,3,FINAL ASSEMBLY,PROSES CAT,PROSES CAT,2VTB-12 ,CT/VT,,
6,5,106,160,111,3,FINAL ASSEMBLY,PASANG ACESORIS,PASANG ACESORIS,2VTB-12 ,CT/VT,,
48,4,6,161,111,3,QC TEST,QC TESTING,TEST QC,2VTB-12 ,CT/VT,,
0,1,85,139,112,3,COIL MAKING,BALUT CORE CT,BALUT CORE CT,2VTB-24 ,CT/VT,,
55,1,86,140,112,3,COIL MAKING,CORE COIL ASSEMBLY & BALUT VT,CORE COIL ASSEMBLY & BALUT VT,2VTB-24 ,CT/VT,,
30,1,87,141,112,3,COIL MAKING,BUAT & PASANG SHIELDING,BUAT & PASANG SHIELDING,2VTB-24 ,CT/VT,,
0,1,88,142,112,3,COIL MAKING,GULUNG COIL SEKUNDER CT,GULUNG COIL SEKUNDER CT,2VTB-24 ,CT/VT,,
105,1,89,143,112,3,COIL MAKING,BUAT COIL PRIMER CT MANUAL,BUAT COIL PRIMER CT MANUAL,2VTB-24 ,CT/VT,,
0,1,90,144,112,3,COIL MAKING,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,BUAT COIL PRIMER CT MENGGUNAKAN MESIN,2VTB-24 ,CT/VT,,
0,1,91,145,112,3,COIL MAKING,KONEKSI CT DAN VT,KONEKSI CT DAN VT,2VTB-24 ,CT/VT,,
